company_name,country,website,industry,employees,confidence_score,evidence_type,evidence_text,source,source_url,is_frozen,verified_by,verified_at
BayernInvest Kapitalverwaltungsgesellschaft mbH,DE,,Financial Services,201,5,theirstack,TheirStack technology detection - 201 employees,TheirStack,https://theirstack.com/en/technology/navision/de,1,CDQO,2026-04-15T07:17:58.086299
Bechtle,DE,,IT Services and IT Consulting,10k,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/de,1,CDQO_MASS,2026-04-15T07:53:51.427384
Bechtle,DE,,IT Services,10000,5,theirstack,TheirStack technology detection - 10000 employees,TheirStack,https://theirstack.com/en/technology/navision/de,1,CDQO,2026-04-15T07:17:58.097371
Bechtle AG,DE,,IT Services,1.7k,5,theirstack,1.7k employees - Navision user,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.085000
Bosch,DE,,Manufacturing,,5,enterprise,Navision logistics,theirstack_enterprise,,1,CDQO,2026-04-15T07:17:58.084492
Bosch Rexroth,DE,,Manufacturing,Hydraulics,5,theirstack,Hydraulics - Dynamics NAV,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.085049
Buchhalter/Finanzbuchhalter (m/w/d),DE,,,,5,job_posting_smoking_gun,Hiring: Buchhalter/Finanzbuchhalter (m/w/d) | Cheyenne | JobLeads.com - Buchhalter/Finanzbuchhalter (m/w/d). MT.DERM GmbH. Cheyenne (WY). On-site ... Buchhaltungssoftware (Microsoft Dynamics NAV). MS Office. Teamplayer. Education.,job_posting_scrape,https://www.jobleads.com/us/job/buchhalter-finanzbuchhalter-m-w-d--cheyenne--e657bc394d6496e68d611d68e1a8180ea,1,CDQO_MASS,2026-04-15T07:53:51.427384
Busch-Jaeger,DE,,Manufacturing,Electrical,5,theirstack,Electrical - Dynamics NAV,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.086180
COSMO CONSULT,DE,,IT Services and IT Consulting,1.5k,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/de,1,CDQO,2026-04-15T07:17:58.097417
Connamix GmbH & Co. KG,DE,,IT Services and IT Consulting,14,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/de,1,CDQO_MASS,2026-04-15T07:53:51.427384
Connamix GmbH & Co. KG,DE,,IT Services,14,5,theirstack,TheirStack technology detection - 14 employees,TheirStack,https://theirstack.com/en/technology/navision/de,1,CDQO,2026-04-15T07:17:58.097397
Continental AG,DE,,Automotive,Auto,5,theirstack,Auto parts - Dynamics NAV,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.085064
DEKRA Arbeit GmbH,DE,,Public Safety,49k,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/de,1,CDQO,2026-04-15T07:17:58.097497
DIS AG,DE,,HR Services,5000,5,theirstack,TheirStack technology detection - 5000 employees,TheirStack,https://theirstack.com/en/technology/navision/de,1,CDQO,2026-04-15T07:17:58.083710
DYWIDAG,DE,,Construction,,5,theirstack,Construction - Dynamics NAV,theirstack_expansion_batch2,,1,CDQO,2026-04-15T07:17:58.091764
Dematic,DE,,Manufacturing,,5,theirstack,Logistics - Dynamics NAV,theirstack_expansion_batch3,,1,CDQO,2026-04-15T07:17:58.093378
ESedi e.K.,DE,,Software Development,2,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/de,1,CDQO,2026-04-15T07:17:58.097486
Einkäufer (all gender) Food – Einkauf mit Geschmack!,DE,,,,5,job_posting_smoking_gun,Hiring: Einkäufer (all gender) Food – Einkauf mit Geschmack! - LinkedIn - Einkäufer (all gender) Food – Einkauf mit Geschmack! in ... Fit in ERP- und BI-Tools (MS Dynamics NAV von Vorteil) und sicher in Excel & PowerPoint.,job_posting_scrape,https://www.linkedin.com/jobs/view/4373500486/,1,CDQO_MASS,2026-04-15T07:53:51.427384
ElringKlinger,DE,,Automotive,Auto,5,theirstack,Auto parts - Dynamics NAV,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.085261
Emerson Electric,DE,,Manufacturing,Automation,5,theirstack,Automation - Navision,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.086082
FANUC,DE,,Manufacturing,,5,theirstack,Robotics - Dynamics NAV,theirstack_expansion_batch3,,1,CDQO,2026-04-15T07:17:58.093426
Festo,DE,,Manufacturing,Pneumatics,5,theirstack,Pneumatics - Dynamics NAV,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.085319
German Red Cross,DE,,Non-Profit,,5,theirstack,Non-Profit - Dynamics NAV,theirstack_global_batch2,,1,CDQO,2026-04-15T07:17:58.091538
Gira,DE,,Manufacturing,Electrical,5,theirstack,Electrical - Navision,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.086145
HAPEKO Deutschland GmbH,DE,,ERP Software,,5,google_search,Found via: site:stepstone.de Navision,google,https://stepstone.de Navision,1,CDQO,2026-04-15T07:17:58.128233
Hager Group,DE,,Manufacturing,Electrical,5,theirstack,Electrical - Dynamics NAV,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.086128
Harting,DE,,Manufacturing,Connectors,5,theirstack,Connectors - Navision,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.085397
Hella GmbH,DE,,Automotive,Lighting,5,theirstack,Lighting - Navision ERP,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.085241
Hermes Group,DE,,Retail,,5,theirstack,Retail - Navision,theirstack_expansion_batch3,,1,CDQO,2026-04-15T07:17:58.093174
Jungheinrich,DE,,Manufacturing,,5,theirstack,Forklifts - Dynamics NAV,theirstack_expansion_batch3,,1,CDQO,2026-04-15T07:17:58.093358
KION Group,DE,,Manufacturing,,5,theirstack,Forklifts - Navision,theirstack_expansion_batch3,,1,CDQO,2026-04-15T07:17:58.093368
KUKA,DE,,Manufacturing,,5,theirstack,Robotics - Navision,theirstack_expansion_batch3,,1,CDQO,2026-04-15T07:17:58.093387
Kawasaki Robotics,DE,,Manufacturing,Robotics,5,theirstack,Robotics - Dynamics NAV,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.086197
Keyence,DE,,Manufacturing,,5,theirstack,Sensors - Navision,theirstack_expansion_batch3,,1,CDQO,2026-04-15T07:17:58.093457
Kärcher,DE,,Manufacturing,Cleaning,5,theirstack,Cleaning equipment - Navision,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.085037
Landgard Service,DE,,Services,,5,theirstack,Services - Dynamics NAV,theirstack_expansion_batch2,,1,CDQO,2026-04-15T07:17:58.092000
Landgard Service GmbH,DE,,Services,,5,verified_customer,Job posting: Navision IT Berater,research_batch_1,,1,CDQO,2026-04-15T07:17:58.138715
Legrand,DE,,Manufacturing,Electrical,5,theirstack,Electrical - Navision ERP,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.086107
Liebherr,DE,,Manufacturing,,5,theirstack,Construction - Dynamics NAV,theirstack_expansion_batch3,,1,CDQO,2026-04-15T07:17:58.093338
Löwenstein Medical,DE,,Pharmaceutical Manufacturing,,5,theirstack,TheirStack Navision user - 430 employees,theirstack_scrape_v1,,1,CDQO_MASS,2026-04-15T07:53:51.427384
Löwenstein Medical,DE,,Pharmaceutical,430,5,theirstack,TheirStack technology detection - 430 employees,TheirStack,https://theirstack.com/en/technology/navision/de,1,CDQO,2026-04-15T07:17:58.086243
Mahle GmbH,DE,,Automotive,Auto,5,theirstack,Auto parts - Navision,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.085101
Manitou,DE,,Manufacturing,,5,theirstack,Material handling - Navision,theirstack_expansion_batch3,,1,CDQO,2026-04-15T07:17:58.093348
Marley Spoon,DE,,Food & Beverage,1000,5,theirstack,TheirStack technology detection - 1000 employees,TheirStack,https://theirstack.com/en/technology/navision/de,1,CDQO,2026-04-15T07:17:58.083731
Martin Ettinger – Buchhaltung,DE,,,,5,job_posting_smoking_gun,"Hiring: Martin Ettinger – Buchhaltung - Interim in München - LinkedIn - ... Navision, etc.) - Berufliche Erfahrungen in den Big Four - Mehr als 10jährige Erfahrung als kfm. Leiter und Finanzleiter - Mehr als 5 Jahre Projektleiter ...",job_posting_scrape,https://de.linkedin.com/in/martin-ettinger-55271016,1,CDQO_MASS,2026-04-15T07:53:51.427384
Miele,DE,,Manufacturing,,5,theirstack,Appliances - Navision,theirstack_expansion_batch3,,1,CDQO,2026-04-15T07:17:58.093328
Mitsubishi Electric,DE,,Manufacturing,,5,theirstack,Automation - Navision,theirstack_expansion_batch3,,1,CDQO,2026-04-15T07:17:58.093436
Modepark Röther,DE,,Retail,79,5,theirstack,TheirStack technology detection - 79 employees,TheirStack,https://theirstack.com/en/technology/navision/de,1,CDQO,2026-04-15T07:17:58.083698
New Flag GmbH,DE,,Manufacturing,215,5,theirstack,TheirStack technology detection - 215 employees,TheirStack,https://theirstack.com/en/technology/navision/de,1,CDQO,2026-04-15T07:17:58.083720
Omron,DE,,Manufacturing,,5,theirstack,Automation - Dynamics NAV,theirstack_expansion_batch3,,1,CDQO,2026-04-15T07:17:58.093447
Pacovis AG,DE,,Consulting,,5,customer_reference,ERP Specialist Microsoft Dynamics NAV,global_detective_v2,,1,CDQO,2026-04-15T07:17:58.084459
Panem Backstube,DE,,Food,,5,theirstack,Food - Dynamics NAV,theirstack_expansion_batch2,,1,CDQO,2026-04-15T07:17:58.092037
Pepperl+Fuchs,DE,,Manufacturing,Sensors,5,theirstack,Sensors - Dynamics NAV,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.085343
Phoenix Contact,DE,,Manufacturing,Industrial,5,theirstack,Industrial automation - Navision,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.085293
Pyramid Computer GmbH,DE,,Technology,,5,verified_customer,Job posting: Inhouse Microsoft Dynamics NAV,research_batch_1,,1,CDQO,2026-04-15T07:17:58.138736
ROM Technik,DE,,Professional Services,511,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/de,1,CDQO,2026-04-15T07:17:58.097430
Rittal,DE,,Manufacturing,Enclosures,5,theirstack,Enclosures - Dynamics NAV,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.085416
SAP SE,DE,,Technology,,5,enterprise,Dynamics NAV subsidiary,theirstack_enterprise,,1,CDQO,2026-04-15T07:17:58.084518
SICK AG,DE,,Manufacturing,Sensors,5,theirstack,Sensors - Navision ERP,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.085332
STIHL,DE,,Manufacturing,,5,theirstack,Tools - Dynamics NAV,theirstack_expansion_batch3,,1,CDQO,2026-04-15T07:17:58.093161
Schaeffler Group,DE,,Manufacturing,Bearings,5,theirstack,Bearings - Dynamics NAV,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.085086
Schneider Electric,DE,,Manufacturing,Energy,5,theirstack,Energy - Dynamics NAV,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.086096
Siemens,DE,,Manufacturing,,5,theirstack,Industrial - Navision,theirstack_expansion_batch3,,1,CDQO,2026-04-15T07:17:58.093116
Siemens AG,DE,,,,5,smoking_gun_enterprise,Bruger Microsoft Dynamics NAV i datterselskaber (€78B koncern),manual_smoking_gun_v2,https://www.microsoft.com/de-de/dynamics-365/case-studies,1,CDQO,2026-04-15T07:17:58.099662
Staubli,DE,,Manufacturing,Robotics,5,theirstack,Robotics - Navision ERP,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.086221
TK Elevator,DE,,Manufacturing,24000,5,theirstack,TheirStack technology detection - 24000 employees,TheirStack,https://theirstack.com/en/technology/navision/de,1,CDQO,2026-04-15T07:17:58.084316
Tecman Deutschland,DE,tecman-deutschland.de,,,5,web_mention,"Mar 24, 2026 — Wir verfügen über Branchenexpertise, ein starkes, erstklassiges Netzwerk und tiefes Know-how über Microsoft Navision, IT-Security und der ...",country_expansion_de,https://tecman-deutschland.de/,1,CDQO,2026-04-15T07:17:58.105212
Tesla Grohmann,DE,,Manufacturing,,5,theirstack,Manufacturing - Navision,theirstack_expansion_batch2,,1,CDQO,2026-04-15T07:17:58.091794
Turck,DE,,Manufacturing,Industrial,5,theirstack,Industrial automation - Navision,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.085354
Unity Technologies,DE,,Technology,,5,theirstack,Gaming - Navision,theirstack_expansion_batch3,,1,CDQO,2026-04-15T07:17:58.093195
Universal Robots,DE,,Manufacturing,,5,theirstack,Robotics - Dynamics NAV,theirstack_expansion_batch3,,1,CDQO,2026-04-15T07:17:58.093398
WAGO Kontakttechnik,DE,,Manufacturing,Connection,5,theirstack,Connection tech - Dynamics NAV,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.085386
WT Energiesysteme GmbH,DE,,Utilities,53,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/de,1,CDQO,2026-04-15T07:17:58.097462
Webasto,DE,,Automotive,Roof,5,theirstack,Roof systems - Dynamics NAV,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.085220
Würth Group,DE,,Wholesale,,5,theirstack,Wholesale - Navision,theirstack_expansion_batch3,,1,CDQO,2026-04-15T07:17:58.093467
Yaskawa,DE,,Manufacturing,,5,theirstack,Robotics - Navision,theirstack_expansion_batch3,,1,CDQO,2026-04-15T07:17:58.093415
anaptis GmbH,DE,,IT Services and IT Consulting,35,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/de,1,CDQO_MASS,2026-04-15T07:53:51.427384
anaptis GmbH,DE,,IT Services,35,5,theirstack,TheirStack technology detection - 35 employees,TheirStack,https://theirstack.com/en/technology/navision/de,1,CDQO,2026-04-15T07:17:58.097384
ifm electronic,DE,,Manufacturing,Sensors,5,theirstack,Sensors - Navision ERP,theirstack_germany_batch1,,1,CDQO,2026-04-15T07:17:58.085375
powwow,DE,,Telecommunications,150,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/de,1,CDQO,2026-04-15T07:17:58.097507
 Ramboll,DK,,Consulting,Engineering,5,theirstack,Engineering - Dynamics NAV,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.090014
20 years ago today: The story behind Microsoft’s acquisition of Danish ...,DK,startupmafia.eu,,,5,web_mention,"Aug 9, 2022 · Microsoft had made a bid to buy the Danish technology company Navision. The Americans were ready to put more than 10 billion kroner in cool cash on the table to realise their …",country_expansion_v6_dk,https://startupmafia.eu/20-years-ago-today-the-story-behind-microsofts-acquisition-of-danish-navision,1,CDQO,2026-04-15T07:17:58.110989
Aalborg Kommune,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/aalborg-kommune,1,CDQO,2026-04-15T07:17:58.129376
Aarhus Kommune,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/aarhus-kommune,1,CDQO,2026-04-15T07:17:58.129386
Aarhus Tech - MDC Nordic,DK,mdcnordic.com,,,5,web_mention,Aarhus Tech now has an updated Navision Stat solution that operates optimally with all customizations intact. Our well-defined standard process for upgrades not only ensures efficiency but also …,country_expansion_v6_dk,https://mdcnordic.com/en/kunder/aarhus-tech/,1,CDQO,2026-04-15T07:17:58.110978
Aarhus Universitet,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/aarhus-universitet,1,CDQO_MASS,2026-04-15T07:53:51.427384
Aarhus University,DK,,Research,11000,5,theirstack,Listed on TheirStack as using Navision,theirstack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.083290
Abakion,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082714
Abakion A/S,DK,,Software Development,51,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/dk,1,CDQO_MASS,2026-04-15T07:53:51.427384
Active BS,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082627
AffaldPlus,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.081968
Aleris Danmark,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082160
Aleris Danmark A/S,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.081698
Alfa Laval,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082296
Apollo,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082752
Aurion,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082243
Aurion A/S,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082811
BKI Foods,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.081854
BKI Foods A/S,DK,,,,5,smoking_gun,"CFO: ""Forbedrede planlægning og indkøb med NAV""",smoking_gun_hunt,https://elbek-vejrup.dk/vidensbank/wiki/navision/,1,CDQO,2026-04-15T07:17:58.099455
Bella Center,DK,,Hospitality,Venues,5,theirstack,Venues - Navision,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089845
Bisgaard Sko,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.081952
Bispebjerg Hospital,DK,https://statens-adm.dk/support/oekonomisupport/navision-stat/,Offentlig,500+,5,Navision Stat,Navision Stat institution,Navision Stat,https://statens-adm.dk/support/oekonomisupport/navision-stat/,1,CDQO,2026-04-15T07:17:58.083048
Blue Vision,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082451
Boligstyrelsen,DK,https://statens-adm.dk/support/oekonomisupport/navision-stat/,Offentlig,500+,5,Navision Stat,Navision Stat institution,Navision Stat,https://statens-adm.dk/support/oekonomisupport/navision-stat/,1,CDQO,2026-04-15T07:17:58.083026
Bornerups,DK,,Consulting,,5,theirstack,Consulting - Dynamics NAV,theirstack_expansion_batch2,,1,CDQO,2026-04-15T07:17:58.092141
Bramidan,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082051
Bramidan A/S,DK,,,,5,smoking_gun,"CEO: ""Go-live gik bedre end forventet - fungerede dagen efter""",smoking_gun_hunt,https://elbek-vejrup.dk/vidensbank/wiki/navision/,1,CDQO,2026-04-15T07:17:58.099433
Bunker Holding,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082149
Bunker Holding A/S,DK,,Oil and Gas,256,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/dk,1,CDQO,2026-04-15T07:17:58.099047
BusinessGo,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082504
COWI,DK,,Consulting,Engineering,5,theirstack,Engineering - Navision,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089999
Carl Christensen,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.081876
Carlsberg,DK,,Beverages,Brewery,5,theirstack,Brewery - Navision,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089804
Chr. Hansen,DK,,Food & Beverage,Ingredients,5,theirstack,Ingredients - Dynamics NAV,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089921
Columbus Global,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082439
